Declined	Declination	Number	Gender	Word	Translation	State	End	Case
stoły	Nominative	Plural	Masculine	stół	table	Impersonal	-C	Ᵽ-C
chleby	Nominative	Plural	Masculine	chleb	bread	Impersonal	-C	Ᵽ-C
wieczory	Nominative	Plural	Masculine	wieczór	evening	Impersonal	-C	Ᵽ-C
pociągi	Nominative	Plural	Masculine	pociąg	train	Impersonal	-C	Ᵽ-g
buziaki	Nominative	Plural	Masculine	buziak	kiss	Impersonal	-C	Ᵽ-k
ptaki	Nominative	Plural	Masculine	ptak	bird	Impersonal	-C	Ᵽ-k
buraki	Nominative	Plural	Masculine	burak	beetroot	Impersonal	-C	Ᵽ-k
pająki	Nominative	Plural	Masculine	pająk	spider	Impersonal	-C	Ᵽ-k
koszmary	Accusative	Plural	Masculine	koszmar	nightmare	Impersonal	-C	Ᵽ: -C
metry	Accusative	Plural	Masculine	metr	meter	Impersonal	-C	Ᵽ: -C
obiady	Accusative	Plural	Masculine	obiad	dinner	Impersonal	-C	Ᵽ: -C
sery	Accusative	Plural	Masculine	ser	cheese	Impersonal	-C	Ᵽ: -C
buty	Accusative	Plural	Masculine	but	shoe	Impersonal	-C	Ᵽ: -C
długopisy	Accusative	Plural	Masculine	długopis	pen	Impersonal	-C	Ᵽ: -C
kolory	Accusative	Plural	Masculine	kolor	colour	Impersonal	-C	Ᵽ: -C
listy	Accusative	Plural	Masculine	list	letter	Impersonal	-C	Ᵽ: -C
samochody	Accusative	Plural	Masculine	samochód	car	Impersonal	-C	Ᵽ: -C
koty	Accusative	Plural	Masculine	kot	cat	Impersonal	-C	Ᵽ: -C
pomidory	Accusative	Plural	Masculine	pomidor	tomato	Impersonal	-C	Ᵽ: -C
problemy	Accusative	Plural	Masculine	problem	problem	Impersonal	-C	Ᵽ: -C
kwiaty	Accusative	Plural	Masculine	kwiat	flower	Impersonal	-C	Ᵽ: -C
stoły	Accusative	Plural	Masculine	stół	table	Impersonal	-C	Ᵽ: -C
chleby	Accusative	Plural	Masculine	chleb	bread	Impersonal	-C	Ᵽ: -C
wieczory	Accusative	Plural	Masculine	wieczór	evening	Impersonal	-C	Ᵽ: -C
pociągi	Accusative	Plural	Masculine	pociąg	train	Impersonal	-C	Ᵽ: -g
buziaki	Accusative	Plural	Masculine	buziak	kiss	Impersonal	-C	Ᵽ: -k
ptaki	Accusative	Plural	Masculine	ptak	bird	Impersonal	-C	Ᵽ: -k
buraki	Accusative	Plural	Masculine	burak	beetroot	Impersonal	-C	Ᵽ: -k
pająki	Accusative	Plural	Masculine	pająk	spider	Impersonal	-C	Ᵽ: -k
noże	Accusative	Plural	Masculine	nóż	knife	Impersonal	-S	Ᵽ: -S
pomarańcze	Accusative	Plural	Masculine	pomarańcz	orange	Impersonal	-S	Ᵽ: -S
talerze	Accusative	Plural	Masculine	talerz	plate	Impersonal	-S	Ᵽ: -S
owoce	Accusative	Plural	Masculine	owoc	fruit	Impersonal	-S	Ᵽ: -S
klucze	Accusative	Plural	Masculine	klucz	key	Impersonal	-S	Ᵽ: -S
deszcze	Accusative	Plural	Masculine	deszcz	rain	Impersonal	-S	Ᵽ: -S
miesiące	Accusative	Plural	Masculine	miesiąc	month	Impersonal	-S	Ᵽ: -S
kapelusze	Accusative	Plural	Masculine	kapelusz	hat	Impersonal	-S	Ᵽ: -S
pokoje	Accusative	Plural	Masculine	pokój	room	Impersonal	-Ś	Ᵽ: -Ś
konie	Accusative	Plural	Masculine	koń	horse	Impersonal	-Ś	Ᵽ: -Ś
słonie	Accusative	Plural	Masculine	słoń	elephant	Impersonal	-Ś	Ᵽ: -Ś
tatowie	Nominative	Plural	Masculine	tata	dad	Personal	-a	α (relation)
synowie	Nominative	Plural	Masculine	syn	son	Personal	-C	α-C (relation)
obiedzie	Locative	Singular	Masculine	obiad	dinner		-C	-d
widelcowi	Dative	Singular	Masculine	widelec	fork		-ec	-ec
widelcem	Instrumental	Singular	Masculine	widelec	fork		-ec	-ec
widelcu	Locative	Singular	Masculine	widelec	fork		-ec	-ec
palcowi	Dative	Singular	Masculine	palec	finger	Impersonal	-ec	-ec
palcem	Instrumental	Singular	Masculine	palec	finger	Impersonal	-ec	-ec
palcu	Locative	Singular	Masculine	palec	finger	Impersonal	-ec	-ec
dziadkowi	Dative	Singular	Masculine	dziadek	grandpa	Personal	-ek	-ek
piątkowi	Dative	Singular	Masculine	piątek	Friday	Impersonal	-ek	-ek
poniedziałkowi	Dative	Singular	Masculine	poniedziałek	Monday	Impersonal	-ek	-ek
rankowi	Dative	Singular	Masculine	ranek	morning	Impersonal	-ek	-ek
wujkowi	Dative	Singular	Masculine	wujek	uncle	Personal	-ek	-ek
dziadkiem	Instrumental	Singular	Masculine	dziadek	grandpa	Personal	-ek	-ek
piątkiem	Instrumental	Singular	Masculine	piątek	Friday	Impersonal	-ek	-ek
poniedziałkiem	Instrumental	Singular	Masculine	poniedziałek	Monday	Impersonal	-ek	-ek
rankiem	Instrumental	Singular	Masculine	ranek	morning	Impersonal	-ek	-ek
wujkiem	Instrumental	Singular	Masculine	wujek	uncle	Personal	-ek	-ek
dziadku	Locative	Singular	Masculine	dziadek	grandpa	Personal	-ek	-ek
piątku	Locative	Singular	Masculine	piątek	Friday	Impersonal	-ek	-ek
poniedziałku	Locative	Singular	Masculine	poniedziałek	Monday	Impersonal	-ek	-ek
ranku	Locative	Singular	Masculine	ranek	morning	Impersonal	-ek	-ek
wujku	Locative	Singular	Masculine	wujek	uncle	Personal	-ek	-ek
kubkowi	Dative	Singular	Masculine	kubek	cup	Impersonal	-ek	-ek
kubkiem	Instrumental	Singular	Masculine	kubek	cup	Impersonal	-ek	-ek
kubku	Locative	Singular	Masculine	kubek	cup	Impersonal	-ek	-ek
wtorkowi	Dative	Singular	Masculine	wtorek	Tuesday	Impersonal	-ek	-ek
wtorkiem	Instrumental	Singular	Masculine	wtorek	Tuesday	Impersonal	-ek	-ek
wtorku	Locative	Singular	Masculine	wtorek	Tuesday	Impersonal	-ek	-ek
stole	Locative	Singular	Masculine	stół	table		-C	-ł
koniowi	Dative	Singular	Masculine	koń	horse		-Ś	-Ś
koniu	Locative	Singular	Masculine	koń	horse		-Ś	-Ś
słoniowi	Dative	Singular	Masculine	słoń	elephant		-Ś	-Ś
słoniu	Locative	Singular	Masculine	słoń	elephant		-Ś	-Ś
bucie	Locative	Singular	Masculine	but	shoe	Impersonal	-C	-t
liście	Locative	Singular	Masculine	list	letter	Impersonal	-C	-t
bracie	Locative	Singular	Masculine	brat	brother	Personal	-C	-t
kocie	Locative	Singular	Masculine	kot	cat		-C	-t
kwiacie	Locative	Singular	Masculine	kwiat	flower		-C	-t
tacie	Dative	Singular	Masculine	tata	dad	Personal	-a	-V: *
tacie	Locative	Singular	Masculine	tata	dad	Personal	-a	-V: *
lwem	Instrumental	Singular	Masculine	lew	lion		-C	-w
lwie	Locative	Singular	Masculine	lew	lion		-C	-w
dziadka	Accusative	Singular	Masculine	dziadek	grandpa	Personal	-ek	A -ek
wujka	Accusative	Singular	Masculine	wujek	uncle	Personal	-ek	A -ek
lwa	Accusative	Singular	Masculine	lew	lion		-C	A -ew
konia	Accusative	Singular	Masculine	koń	horse		-Ś	A -Ś
słonia	Accusative	Singular	Masculine	słoń	elephant		-Ś	A -Ś
lwa	Genitive	Singular	Masculine	lew	lion		-C	A (exception)
dziadka	Genitive	Singular	Masculine	dziadek	grandpa	Personal	-ek	A-ek
wujka	Genitive	Singular	Masculine	wujek	uncle	Personal	-ek	A-ek
konia	Genitive	Singular	Masculine	koń	horse		-Ś	A-Ś
słonia	Genitive	Singular	Masculine	słoń	elephant		-Ś	A-Ś
piątku	Genitive	Singular	Masculine	piątek	Friday	Impersonal	-ek	Ⱥ-ek
poniedziałku	Genitive	Singular	Masculine	poniedziałek	Monday	Impersonal	-ek	Ⱥ-ek
wtorku	Genitive	Singular	Masculine	wtorek	Tuesday	Impersonal	-ek	Ⱥ-ek
świecie	Locative	Singular	Masculine	świat	world		-C	Exception
lwu	Dative	Singular	Masculine	lew	lion		-C	Exception
palca	Genitive	Singular	Masculine	palec	finger	Impersonal	-ec	α-*ec (body)
widelca	Genitive	Singular	Masculine	widelec	fork		-ec	α-*ec (tool)
ranka	Genitive	Singular	Masculine	ranek	morning	Impersonal	-ek	α-ek (time)
kubka	Genitive	Singular	Masculine	kubek	cup	Impersonal	-ek	α-ek (tool)
widelców	Genitive	Plural	Masculine	widelec	fork	Impersonal	-ec	-*ec
palców	Genitive	Plural	Masculine	palec	finger	Impersonal	-ec	-*ec
widelcom	Dative	Plural	Masculine	widelec	fork		-ec	-ec
widelcami	Instrumental	Plural	Masculine	widelec	fork		-ec	-ec
widelcach	Locative	Plural	Masculine	widelec	fork		-ec	-ec
palcom	Dative	Plural	Masculine	palec	finger	Impersonal	-ec	-ec
palcami	Instrumental	Plural	Masculine	palec	finger	Impersonal	-ec	-ec
palcach	Locative	Plural	Masculine	palec	finger	Impersonal	-ec	-ec
dziadkom	Dative	Plural	Masculine	dziadek	grandpa	Personal	-ek	-ek
piątkom	Dative	Plural	Masculine	piątek	Friday	Impersonal	-ek	-ek
poniedziałkom	Dative	Plural	Masculine	poniedziałek	Monday	Impersonal	-ek	-ek
rankom	Dative	Plural	Masculine	ranek	morning	Impersonal	-ek	-ek
wujkom	Dative	Plural	Masculine	wujek	uncle	Personal	-ek	-ek
dziadków	Genitive	Plural	Masculine	dziadek	grandpa	Personal	-ek	-ek
piątków	Genitive	Plural	Masculine	piątek	Friday	Impersonal	-ek	-ek
poniedziałków	Genitive	Plural	Masculine	poniedziałek	Monday	Impersonal	-ek	-ek
ranków	Genitive	Plural	Masculine	ranek	morning	Impersonal	-ek	-ek
wujków	Genitive	Plural	Masculine	wujek	uncle	Personal	-ek	-ek
dziadkami	Instrumental	Plural	Masculine	dziadek	grandpa	Personal	-ek	-ek
piątkami	Instrumental	Plural	Masculine	piątek	Friday	Impersonal	-ek	-ek
poniedziałkami	Instrumental	Plural	Masculine	poniedziałek	Monday	Impersonal	-ek	-ek
rankami	Instrumental	Plural	Masculine	ranek	morning	Impersonal	-ek	-ek
wujkami	Instrumental	Plural	Masculine	wujek	uncle	Personal	-ek	-ek
dziadkach	Locative	Plural	Masculine	dziadek	grandpa	Personal	-ek	-ek
piątkach	Locative	Plural	Masculine	piątek	Friday	Impersonal	-ek	-ek
poniedziałkach	Locative	Plural	Masculine	poniedziałek	Monday	Impersonal	-ek	-ek
rankach	Locative	Plural	Masculine	ranek	morning	Impersonal	-ek	-ek
wujkach	Locative	Plural	Masculine	wujek	uncle	Personal	-ek	-ek
kubkom	Dative	Plural	Masculine	kubek	cup	Impersonal	-ek	-ek
kubków	Genitive	Plural	Masculine	kubek	cup	Impersonal	-ek	-ek
kubkami	Instrumental	Plural	Masculine	kubek	cup	Impersonal	-ek	-ek
kubkach	Locative	Plural	Masculine	kubek	cup	Impersonal	-ek	-ek
wtorkom	Dative	Plural	Masculine	wtorek	Tuesday	Impersonal	-ek	-ek
wtorków	Genitive	Plural	Masculine	wtorek	Tuesday	Impersonal	-ek	-ek
wtorkami	Instrumental	Plural	Masculine	wtorek	Tuesday	Impersonal	-ek	-ek
wtorkach	Locative	Plural	Masculine	wtorek	Tuesday	Impersonal	-ek	-ek
lwom	Dative	Plural	Masculine	lew	lion		-C	-ew
przyjaciołom	Dative	Plural	Masculine	przyjaciel	friend		-S	-iel
przyjaciół	Genitive	Plural	Masculine	przyjaciel	friend	Personal	-S	-iel
przyjaciółmi	Instrumental	Plural	Masculine	przyjaciel	friend		-S	-iel
przyjaciołach	Locative	Plural	Masculine	przyjaciel	friend		-S	-iel
koniom	Dative	Plural	Masculine	koń	horse		-Ś	-Ś
koniach	Locative	Plural	Masculine	koń	horse		-Ś	-Ś
słoniom	Dative	Plural	Masculine	słoń	elephant		-Ś	-Ś
słoniami	Instrumental	Plural	Masculine	słoń	elephant		-Ś	-Ś
słoniach	Locative	Plural	Masculine	słoń	elephant		-Ś	-Ś
lwami	Instrumental	Plural	Masculine	lew	lion		-C	-w
lwach	Locative	Plural	Masculine	lew	lion		-C	-w
lwów	Genitive	Plural	Masculine	lew	lion	Impersonal	-C	*
braciom	Dative	Plural	Masculine	brat	brother	Personal	-C	Exception
braćmi	Instrumental	Plural	Masculine	brat	brother	Personal	-C	Exception
braciach	Locative	Plural	Masculine	brat	brother	Personal	-C	Exception
dziadków	Accusative	Plural	Masculine	dziadek	grandpa	Personal	-ek	P: -ek
wujków	Accusative	Plural	Masculine	wujek	uncle	Personal	-ek	P: -ek
przyjaciół	Accusative	Plural	Masculine	przyjaciel	friend	Personal	-S	P: -iel
widelce	Nominative	Plural	Masculine	widelec	fork	Impersonal	-ec	Ᵽ-*ec
palce	Nominative	Plural	Masculine	palec	finger	Impersonal	-ec	Ᵽ-*ec
lwy	Nominative	Plural	Masculine	lew	lion	Impersonal	-C	Ᵽ-C
piątki	Nominative	Plural	Masculine	piątek	Friday	Impersonal	-ek	Ᵽ-ek
poniedziałki	Nominative	Plural	Masculine	poniedziałek	Monday	Impersonal	-ek	Ᵽ-ek
ranki	Nominative	Plural	Masculine	ranek	morning	Impersonal	-ek	Ᵽ-ek
kubki	Nominative	Plural	Masculine	kubek	cup	Impersonal	-ek	Ᵽ-ek
wtorki	Nominative	Plural	Masculine	wtorek	Tuesday	Impersonal	-ek	Ᵽ-ek
widelce	Accusative	Plural	Masculine	widelec	fork	Impersonal	-ec	Ᵽ: -*ec
palce	Accusative	Plural	Masculine	palec	finger	Impersonal	-ec	Ᵽ: -*ec
lwy	Accusative	Plural	Masculine	lew	lion	Impersonal	-C	Ᵽ: -C
piątki	Accusative	Plural	Masculine	piątek	Friday	Impersonal	-ek	Ᵽ: -ek
poniedziałki	Accusative	Plural	Masculine	poniedziałek	Monday	Impersonal	-ek	Ᵽ: -ek
ranki	Accusative	Plural	Masculine	ranek	morning	Impersonal	-ek	Ᵽ: -ek
kubki	Accusative	Plural	Masculine	kubek	cup	Impersonal	-ek	Ᵽ: -ek
wtorki	Accusative	Plural	Masculine	wtorek	Tuesday	Impersonal	-ek	Ᵽ: -ek
dziadkowie	Nominative	Plural	Masculine	dziadek	grandpa	Personal	-ek	α-ek (relation)
wujkowie	Nominative	Plural	Masculine	wujek	uncle	Personal	-ek	α-ek (relation)
ojcem	Instrumental	Singular	Masculine	ojciec	father	Personal	-iec	-ec
chłopcem	Instrumental	Singular	Masculine	chłopiec	boy	Personal	-iec	-ec
czerwcem	Instrumental	Singular	Masculine	czerwiec	june	Impersonal	-iec	-ec
lipcem	Instrumental	Singular	Masculine	lipiec	july	Impersonal	-iec	-ec
końcem	Instrumental	Singular	Masculine	koniec	end	Impersonal	-iec	-ec
marcowi	Dative	Singular	Masculine	marzec	march	Impersonal	-ec	-ec
marcem	Instrumental	Singular	Masculine	marzec	march	Impersonal	-ec	-ec
ojcu	Locative	Singular	Masculine	ojciec	father	Personal	-iec	-iec
chłopcu	Locative	Singular	Masculine	chłopiec	boy	Personal	-iec	-iec
czerwcowi	Dative	Singular	Masculine	czerwiec	june	Impersonal	-iec	-iec
lipcowi	Dative	Singular	Masculine	lipiec	july	Impersonal	-iec	-iec
czerwcu	Locative	Singular	Masculine	czerwiec	june	Impersonal	-iec	-iec
lipcu	Locative	Singular	Masculine	lipiec	july	Impersonal	-iec	-iec
końcowi	Dative	Singular	Masculine	koniec	end	Impersonal	-iec	-iec
końcu	Locative	Singular	Masculine	koniec	end	Impersonal	-iec	-iec
marcu	Locative	Singular	Masculine	marzec	march	Impersonal	-ec	-iec
psem	Instrumental	Singular	Masculine	pies	dog	Impersonal	-C	-ies
dniowi	Dative	Singular	Masculine	dzień	day		-zień	-zień
dniem	Instrumental	Singular	Masculine	dzień	day		-zień	-zień
dniu	Locative	Singular	Masculine	dzień	day		-zień	-zień
psa	Accusative	Singular	Masculine	pies	dog	Impersonal	-C	A -*es
chłopca	Accusative	Singular	Masculine	chłopiec	boy	Personal	-iec	A-*ec
chłopca	Genitive	Singular	Masculine	chłopiec	boy	Personal	-iec	A-*ec
ojca	Accusative	Singular	Masculine	ojciec	father	Personal	-iec	A-*ec (exception)
ojca	Genitive	Singular	Masculine	ojciec	father	Personal	-iec	A-*ec (exception)
psa	Genitive	Singular	Masculine	pies	dog	Impersonal	-C	A-ies
ojcu	Dative	Singular	Masculine	ojciec	father	Personal	-iec	Exception
chłopcu	Dative	Singular	Masculine	chłopiec	boy	Personal	-iec	Exception
psu	Dative	Singular	Masculine	pies	dog	Impersonal	-C	Exception
psie	Locative	Singular	Masculine	pies	dog	Impersonal	-C	Exception
czerwca	Genitive	Singular	Masculine	czerwiec	june	Impersonal	-iec	α (month)
lipca	Genitive	Singular	Masculine	lipiec	july	Impersonal	-iec	α (month)
marca	Genitive	Singular	Masculine	marzec	march	Impersonal	-ec	α (month)
końca	Genitive	Singular	Masculine	koniec	end	Impersonal	-iec	α (time)
dnia	Genitive	Singular	Masculine	dzień	day		-zień	α-zień
ojców	Genitive	Plural	Masculine	ojciec	father	Personal	-iec	-*ec
chłopców	Genitive	Plural	Masculine	chłopiec	boy	Personal	-iec	-*ec
czerwców	Genitive	Plural	Masculine	czerwiec	june	Impersonal	-iec	-*ec
lipców	Genitive	Plural	Masculine	lipiec	july	Impersonal	-iec	-*ec
końców	Genitive	Plural	Masculine	koniec	end	Impersonal	-iec	-*ec
marców	Genitive	Plural	Masculine	marzec	march	Impersonal	-ec	-*ec
psów	Genitive	Plural	Masculine	pies	dog	Impersonal	-C	-C
marcom	Dative	Plural	Masculine	marzec	march	Impersonal	-ec	-ec
marcami	Instrumental	Plural	Masculine	marzec	march	Impersonal	-ec	-ec
marcach	Locative	Plural	Masculine	marzec	march	Impersonal	-ec	-ec
ojcom	Dative	Plural	Masculine	ojciec	father	Personal	-iec	-iec
ojcami	Instrumental	Plural	Masculine	ojciec	father	Personal	-iec	-iec
ojcach	Locative	Plural	Masculine	ojciec	father	Personal	-iec	-iec
chłopcom	Dative	Plural	Masculine	chłopiec	boy	Personal	-iec	-iec
chłopcami	Instrumental	Plural	Masculine	chłopiec	boy	Personal	-iec	-iec
chłopcach	Locative	Plural	Masculine	chłopiec	boy	Personal	-iec	-iec
czerwcom	Dative	Plural	Masculine	czerwiec	june	Impersonal	-iec	-iec
lipcom	Dative	Plural	Masculine	lipiec	july	Impersonal	-iec	-iec
czerwcami	Instrumental	Plural	Masculine	czerwiec	june	Impersonal	-iec	-iec
lipcami	Instrumental	Plural	Masculine	lipiec	july	Impersonal	-iec	-iec
czerwcach	Locative	Plural	Masculine	czerwiec	june	Impersonal	-iec	-iec
lipcach	Locative	Plural	Masculine	lipiec	july	Impersonal	-iec	-iec
końcom	Dative	Plural	Masculine	koniec	end	Impersonal	-iec	-iec
końcami	Instrumental	Plural	Masculine	koniec	end	Impersonal	-iec	-iec
końcach	Locative	Plural	Masculine	koniec	end	Impersonal	-iec	-iec
psom	Dative	Plural	Masculine	pies	dog	Impersonal	-C	-ies
psami	Instrumental	Plural	Masculine	pies	dog	Impersonal	-C	-ies
psach	Locative	Plural	Masculine	pies	dog	Impersonal	-C	-ies
dniom	Dative	Plural	Masculine	dzień	day		-zień	-zień
dni	Genitive	Plural	Masculine	dzień	day	Personal	-zień	-zień
dniami	Instrumental	Plural	Masculine	dzień	day		-zień	-zień
dniach	Locative	Plural	Masculine	dzień	day		-zień	-zień
lata	Accusative	Plural	Masculine	rok	year	Impersonal	-C	Exception
latom	Dative	Plural	Masculine	rok	year	Impersonal	-C	Exception
lat	Genitive	Plural	Masculine	rok	year	Impersonal	-C	Exception
latami	Instrumental	Plural	Masculine	rok	year	Impersonal	-C	Exception
latach	Locative	Plural	Masculine	rok	year	Impersonal	-C	Exception
lata	Nominative	Plural	Masculine	rok	year	Impersonal	-C	Exception
dni	Accusative	Plural	Masculine	dzień	day	Personal	-zień	Exception
dni	Nominative	Plural	Masculine	dzień	day		-zień	Exception
chłopcy	Nominative	Plural	Masculine	chłopiec	boy	Personal	-iec	P-*ec
ojców	Accusative	Plural	Masculine	ojciec	father	Personal	-iec	P: -*ec
chłopców	Accusative	Plural	Masculine	chłopiec	boy	Personal	-iec	P: -*ec
czerwce	Nominative	Plural	Masculine	czerwiec	june	Impersonal	-iec	Ᵽ-*ec
lipce	Nominative	Plural	Masculine	lipiec	july	Impersonal	-iec	Ᵽ-*ec
końce	Nominative	Plural	Masculine	koniec	end	Impersonal	-iec	Ᵽ-*ec
marce	Nominative	Plural	Masculine	marzec	march	Impersonal	-ec	Ᵽ-*ec
psy	Nominative	Plural	Masculine	pies	dog	Impersonal	-C	Ᵽ-ies
czerwce	Accusative	Plural	Masculine	czerwiec	june	Impersonal	-iec	Ᵽ: -*ec
lipce	Accusative	Plural	Masculine	lipiec	july	Impersonal	-iec	Ᵽ: -*ec
końce	Accusative	Plural	Masculine	koniec	end	Impersonal	-iec	Ᵽ: -*ec
marce	Accusative	Plural	Masculine	marzec	march	Impersonal	-ec	Ᵽ: -*ec
psy	Accusative	Plural	Masculine	pies	dog	Impersonal	-C	Ᵽ: -ies
ojcowie	Nominative	Plural	Masculine	ojciec	father	Personal	-iec	α-ie* (relation)
tygodniowi	Dative	Singular	Masculine	tydzień	week	Impersonal	-zień	-zień
tygodniem	Instrumental	Singular	Masculine	tydzień	week	Impersonal	-zień	-zień
tygodniu	Locative	Singular	Masculine	tydzień	week	Impersonal	-zień	-zień
tygodnia	Genitive	Singular	Masculine	tydzień	week	Impersonal	-zień	α-zień
tygodnie	Nominative	Plural	Masculine	tydzień	week	Impersonal	-zień	-Ś (exception)
tygodniom	Dative	Plural	Masculine	tydzień	week	Impersonal	-zień	-zień
tygodni	Genitive	Plural	Masculine	tydzień	week	Impersonal	-zień	-zień
tygodniami	Instrumental	Plural	Masculine	tydzień	week	Impersonal	-zień	-zień
tygodniach	Locative	Plural	Masculine	tydzień	week	Impersonal	-zień	-zień
tygodnie	Accusative	Plural	Masculine	tydzień	week	Impersonal	-zień	Ᵽ: -Ś (exception)
stopę	Accusative	Singular	Feminine	stopa	foot	Impersonal	-a	-a
rękę	Accusative	Singular	Feminine	ręka	hand	Impersonal	-a	-a
ziemię	Accusative	Singular	Feminine	ziemia	Earth	Impersonal	-a	-a
matkę	Accusative	Singular	Feminine	matka	mother	Impersonal	-a	-a
pracę	Accusative	Singular	Feminine	praca	work	Impersonal	-a	-a
liczbę	Accusative	Singular	Feminine	liczba	number	Impersonal	-a	-a
wodę	Accusative	Singular	Feminine	woda	water	Impersonal	-a	-a
babcię	Accusative	Singular	Feminine	babcia	grandmother	Impersonal	-a	-a
ciocię	Accusative	Singular	Feminine	ciocia	aunt	Impersonal	-a	-a
drogę	Accusative	Singular	Feminine	droga	road		-a	-a
herbatę	Accusative	Singular	Feminine	herbata	tea	Impersonal	-a	-a
kawę	Accusative	Singular	Feminine	kawa	coffee	Impersonal	-a	-a
mamę	Accusative	Singular	Feminine	mama	mom	Impersonal	-a	-a
rybę	Accusative	Singular	Feminine	ryba	fish	Impersonal	-a	-a
zupę	Accusative	Singular	Feminine	zupa	soup	Impersonal	-a	-a
głowę	Accusative	Singular	Feminine	głowa	head	Impersonal	-a	-a
szkołę	Accusative	Singular	Feminine	szkoła	school	Impersonal	-a	-a
książkę	Accusative	Singular	Feminine	książka	book	Impersonal	-a	-a
muzykę	Accusative	Singular	Feminine	muzyka	music		-a	-a
córkę	Accusative	Singular	Feminine	córka	daughter	Impersonal	-a	-a
kanapkę	Accusative	Singular	Feminine	kanapka	sandwich	Impersonal	-a	-a
łyżkę	Accusative	Singular	Feminine	łyżka	spoon	Impersonal	-a	-a
dziewczynę	Accusative	Singular	Feminine	dziewczyna	girl	Impersonal	-a	-a
rodzinę	Accusative	Singular	Feminine	rodzina	family	Impersonal	-a	-a
ulicę	Accusative	Singular	Feminine	ulica	street	Impersonal	-a	-a
lampę	Accusative	Singular	Feminine	lampa	lamp		-a	-a
niedzielę	Accusative	Singular	Feminine	niedziela	sunday	Impersonal	-a	-a
patelnię	Accusative	Singular	Feminine	patelnia	pan		-a	-a
koszulę	Accusative	Singular	Feminine	koszula	shirt	Impersonal	-a	-a
lodówkę	Accusative	Singular	Feminine	lodówka	fridge	Impersonal	-a	-a
